"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX1427986","Sample_20 BZ_Low Strongylocentrotus droebachiensis mRNAseq","Strongylocentrotus droebachiensis","Illumina HiSeq 2000","Duke University","SRP066054","Genomic characterization of the evolutionary potential of the sea urchin Strongylocentrotus droebachiensis facing ocean acidification","SRS1159383","","914.69","1","30295356","1514767800","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX1427985","Sample_29 BD_Low Strongylocentrotus droebachiensis mRNAseq","Strongylocentrotus droebachiensis","Illumina HiSeq 2000","Duke University","SRP066054","Genomic characterization of the evolutionary potential of the sea urchin Strongylocentrotus droebachiensis facing ocean acidification","SRS1159384","","1054.45","1","35939485","1796974250","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX1427984","Sample_28 BW_Low Strongylocentrotus droebachiensis mRNAseq","Strongylocentrotus droebachiensis","Illumina HiSeq 2000","Duke University","SRP066054","Genomic characterization of the evolutionary potential of the sea urchin Strongylocentrotus droebachiensis facing ocean acidification","SRS1159385","","851.33","1","27619576","1380978800","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX1427983","Sample_27 BX_Low Strongylocentrotus droebachiensis mRNAseq","Strongylocentrotus droebachiensis","Illumina HiSeq 2000","Duke University","SRP066054","Genomic characterization of the evolutionary potential of the sea urchin Strongylocentrotus droebachiensis facing ocean acidification","SRS1159386","","924.82","1","30552551","1527627550","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX1427982","Sample_15 AB_Low Strongylocentrotus droebachiensis mRNAseq","Strongylocentrotus droebachiensis","Illumina HiSeq 2000","Duke University","SRP066054","Genomic characterization of the evolutionary potential of the sea urchin Strongylocentrotus droebachiensis facing ocean acidification","SRS1159387","","908.78","1","30065251","1503262550","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX1427981","Sample_16 AZ_Low Strongylocentrotus droebachiensis mRNAseq","Strongylocentrotus droebachiensis","Illumina HiSeq 2000","Duke University","SRP066054","Genomic characterization of the evolutionary potential of the sea urchin Strongylocentrotus droebachiensis facing ocean acidification","SRS1159388","","1179.78","1","37045412","1852270600","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX1427980","Sample_18 AW_Low Strongylocentrotus droebachiensis mRNAseq","Strongylocentrotus droebachiensis","Illumina HiSeq 2000","Duke University","SRP066054","Genomic characterization of the evolutionary potential of the sea urchin Strongylocentrotus droebachiensis facing ocean acidification","SRS1159389","","939.45","1","30383991","1519199550","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX1427979","Sample_17 AX_Low Strongylocentrotus droebachiensis mRNAseq","Strongylocentrotus droebachiensis","Illumina HiSeq 2000","Duke University","SRP066054","Genomic characterization of the evolutionary potential of the sea urchin Strongylocentrotus droebachiensis facing ocean acidification","SRS1159390","","950.75","1","30687227","1534361350","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX1427978","Sample_26 YW_Ctl Strongylocentrotus droebachiensis mRNAseq","Strongylocentrotus droebachiensis","Illumina HiSeq 2000","Duke University","SRP066054","Genomic characterization of the evolutionary potential of the sea urchin Strongylocentrotus droebachiensis facing ocean acidification","SRS1159391","","965.38","1","31384163","1569208150","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX1427977","Sample_25 YZ_Ctl Strongylocentrotus droebachiensis mRNAseq","Strongylocentrotus droebachiensis","Illumina HiSeq 2000","Duke University","SRP066054","Genomic characterization of the evolutionary potential of the sea urchin Strongylocentrotus droebachiensis facing ocean acidification","SRS1159392","","934.97","1","30236241","1511812050","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX1427976","Sample_24 YD_Ctl Strongylocentrotus droebachiensis mRNAseq","Strongylocentrotus droebachiensis","Illumina HiSeq 2000","Duke University","SRP066054","Genomic characterization of the evolutionary potential of the sea urchin Strongylocentrotus droebachiensis facing ocean acidification","SRS1159393","","1252.74","1","39426207","1971310350","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX1427975","Sample_23 BD_Ctl Strongylocentrotus droebachiensis mRNAseq","Strongylocentrotus droebachiensis","Illumina HiSeq 2000","Duke University","SRP066054","Genomic characterization of the evolutionary potential of the sea urchin Strongylocentrotus droebachiensis facing ocean acidification","SRS1159394","","876.11","1","29399442","1469972100","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX1427974","Sample_22 BW_Ctl Strongylocentrotus droebachiensis mRNAseq","Strongylocentrotus droebachiensis","Illumina HiSeq 2000","Duke University","SRP066054","Genomic characterization of the evolutionary potential of the sea urchin Strongylocentrotus droebachiensis facing ocean acidification","SRS1159395","","937.58","1","30263172","1513158600","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX1427973","Sample_21 BX_Ctl Strongylocentrotus droebachiensis mRNAseq","Strongylocentrotus droebachiensis","Illumina HiSeq 2000","Duke University","SRP066054","Genomic characterization of the evolutionary potential of the sea urchin Strongylocentrotus droebachiensis facing ocean acidification","SRS1159396","","1270.16","1","41513759","2075687950","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX1427972","Sample_14 BZ_Ctl Strongylocentrotus droebachiensis mRNAseq","Strongylocentrotus droebachiensis","Illumina HiSeq 2000","Duke University","SRP066054","Genomic characterization of the evolutionary potential of the sea urchin Strongylocentrotus droebachiensis facing ocean acidification","SRS1159397","","1013.91","1","32686591","1634329550","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX1427971","Sample_13 BB_Ctl Strongylocentrotus droebachiensis mRNAseq","Strongylocentrotus droebachiensis","Illumina HiSeq 2000","Duke University","SRP066054","Genomic characterization of the evolutionary potential of the sea urchin Strongylocentrotus droebachiensis facing ocean acidification","SRS1159398","","894.63","1","28276855","1413842750","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX1427970","Sample_12 AW_Ctl Strongylocentrotus droebachiensis mRNAseq","Strongylocentrotus droebachiensis","Illumina HiSeq 2000","Duke University","SRP066054","Genomic characterization of the evolutionary potential of the sea urchin Strongylocentrotus droebachiensis facing ocean acidification","SRS1159399","","1222.31","1","38428220","1921411000","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX1427969","Sample_11 AX_Ctl Strongylocentrotus droebachiensis mRNAseq","Strongylocentrotus droebachiensis","Illumina HiSeq 2000","Duke University","SRP066054","Genomic characterization of the evolutionary potential of the sea urchin Strongylocentrotus droebachiensis facing ocean acidification","SRS1159400","","793.4","1","27055623","1352781150","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX1427968","Sample_10 AZ_Ctl Strongylocentrotus droebachiensis mRNAseq","Strongylocentrotus droebachiensis","Illumina HiSeq 2000","Duke University","SRP066054","Genomic characterization of the evolutionary potential of the sea urchin Strongylocentrotus droebachiensis facing ocean acidification","SRS1159401","","1158.67","1","36671685","1833584250","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX1427967","Sample_9 AB_Ctl Strongylocentrotus droebachiensis mRNAseq","Strongylocentrotus droebachiensis","Illumina HiSeq 2000","Duke University","SRP066054","Genomic characterization of the evolutionary potential of the sea urchin Strongylocentrotus droebachiensis facing ocean acidification","SRS1159402","","1019.78","1","32380085","1619004250","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX1427966","Sample_4 YB_Low Strongylocentrotus droebachiensis mRNAseq","Strongylocentrotus droebachiensis","Illumina HiSeq 2000","Duke University","SRP066054","Genomic characterization of the evolutionary potential of the sea urchin Strongylocentrotus droebachiensis facing ocean acidification","SRS1159403","","996.32","1","32980686","1649034300","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX1427965","Sample_3 YB_Ctl Strongylocentrotus droebachiensis mRNAseq","Strongylocentrotus droebachiensis","Illumina HiSeq 2000","Duke University","SRP066054","Genomic characterization of the evolutionary potential of the sea urchin Strongylocentrotus droebachiensis facing ocean acidification","SRS1159404","","1050.85","1","33075774","1653788700","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX1427964","Sample_2 AD_Low Strongylocentrotus droebachiensis mRNAseq","Strongylocentrotus droebachiensis","Illumina HiSeq 2000","Duke University","SRP066054","Genomic characterization of the evolutionary potential of the sea urchin Strongylocentrotus droebachiensis facing ocean acidification","SRS1159405","","534.21","1","18467613","923380650","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX1427010","Sample_1 AD_Ctl Strongylocentrotus droebachiensis mRNAseq","Strongylocentrotus droebachiensis","Illumina HiSeq 2000","Duke University","SRP066054","Genomic characterization of the evolutionary potential of the sea urchin Strongylocentrotus droebachiensis facing ocean acidification","SRS1158777","","1003.79","1","32450705","1622535250","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX1392597","Ophioderma brevispina : Echinoderm Tree of Life","Ophioderma brevispina","Illumina HiSeq 2000","UNC Charlotte","SRP065413","Ophioderma brevispina Transcriptome or Gene expression","SRS1137851","","3257.7","1","27932983","5642462566","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX1392595","Ophiocoma wendtii : Echinoderm Tree of Life","Ophiocoma wendtii","Illumina HiSeq 2000","UNC Charlotte","SRP065412","Ophiocoma wendtii Transcriptome or Gene expression","SRS1137849","","2265.22","1","19531409","3906281800","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX1392317","Dendraster excentricus","Dendraster excentricus","Illumina HiSeq 2000","UNC Charlotte","SRP065400","Dendraster  excentricus Transcriptome or Gene expression","SRS1137692","","3507.07","1","29768728","6013283056","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX1273444","Parastichopus parvimensis - raw sequence reads","Parastichopus parvimensis","Illumina HiSeq 2000","Stanford University","SRP063999","Parastichopus parvimensis Raw sequence reads","SRS1080113","","22634.48","1","171899175","34723633350","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX1261879","Patiria miniata transcriptome","Patiria miniata","Illumina HiSeq 2000","Stanford University","SRP063868","Patiria miniata Raw sequence reads","SRS1074426","","23016.21","1","172091442","34762471284","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX1257801","Black-color variant","Apostichopus japonicus","Illumina HiSeq 2000","Chonnam National University","SRP063820","Apostichopus japonicus Transcriptome or Gene expression","SRS1073450","","3388.99","1","28397317","5736258034","black","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX1257800","Green-color variant","Apostichopus japonicus","Illumina HiSeq 2000","Chonnam National University","SRP063820","Apostichopus japonicus Transcriptome or Gene expression","SRS1073446","","3912.82","1","32840657","6633812714","green","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX1257799","Red-color variant","Apostichopus japonicus","Illumina HiSeq 2000","Chonnam National University","SRP063820","Apostichopus japonicus Transcriptome or Gene expression","SRS1073447","","3513.44","1","29533228","5965712056","red","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX1016219","Transcriptome Analysis and Discovery of Genes Involved in Immune Pathways from Coelomocytes of sea cucumber (Apostichopus japonicus) after Vibrio splendidus Challenge","Apostichopus japonicus","Illumina HiSeq 2000","Yellow Sea Fisheries Research Institute (YSFRI), C","SRP057956","Apostichopus japonicus Raw sequence reads","SRS927591","","432.04","1","18989331","683615916","A1","RNA-Seq","TRANSCRIPTOMIC","PCR"
"SRX1016218","Transcriptome Analysis and Discovery of Genes Involved in Immune Pathways from Coelomocytes of sea cucumber (Apostichopus japonicus) after Vibrio splendidus Challenge","Apostichopus japonicus","Illumina HiSeq 2000","Yellow Sea Fisheries Research Institute (YSFRI), C","SRP057956","Apostichopus japonicus Raw sequence reads","SRS927591","","384.25","1","16390662","590063832","K3","RNA-Seq","TRANSCRIPTOMIC","PCR"
"SRX1016217","Transcriptome Analysis and Discovery of Genes Involved in Immune Pathways from Coelomocytes of sea cucumber (Apostichopus japonicus) after Vibrio splendidus Challenge","Apostichopus japonicus","Illumina HiSeq 2000","Yellow Sea Fisheries Research Institute (YSFRI), C","SRP057956","Apostichopus japonicus Raw sequence reads","SRS927591","","389.22","1","17115479","616157244","K2","RNA-Seq","TRANSCRIPTOMIC","PCR"
"SRX1016216","Transcriptome Analysis and Discovery of Genes Involved in Immune Pathways from Coelomocytes of sea cucumber (Apostichopus japonicus) after Vibrio splendidus Challenge","Apostichopus japonicus","Illumina HiSeq 2000","Yellow Sea Fisheries Research Institute (YSFRI), C","SRP057956","Apostichopus japonicus Raw sequence reads","SRS927591","","331.9","1","14600906","525632616","K1","RNA-Seq","TRANSCRIPTOMIC","PCR"
"SRX1016215","Transcriptome Analysis and Discovery of Genes Involved in Immune Pathways from Coelomocytes of sea cucumber (Apostichopus japonicus) after Vibrio splendidus Challenge","Apostichopus japonicus","Illumina HiSeq 2000","Yellow Sea Fisheries Research Institute (YSFRI), C","SRP057956","Apostichopus japonicus Raw sequence reads","SRS927591","","410.99","1","17793992","640583712","S3","RNA-Seq","TRANSCRIPTOMIC","PCR"
"SRX1016214","Transcriptome Analysis and Discovery of Genes Involved in Immune Pathways from Coelomocytes of sea cucumber (Apostichopus japonicus) after Vibrio splendidus Challenge","Apostichopus japonicus","Illumina HiSeq 2000","Yellow Sea Fisheries Research Institute (YSFRI), C","SRP057956","Apostichopus japonicus Raw sequence reads","SRS927591","","499.42","1","21335405","768074580","S2","RNA-Seq","TRANSCRIPTOMIC","PCR"
"SRX1016213","Transcriptome Analysis and Discovery of Genes Involved in Immune Pathways from Coelomocytes of sea cucumber (Apostichopus japonicus) after Vibrio splendidus Challenge","Apostichopus japonicus","Illumina HiSeq 2000","Yellow Sea Fisheries Research Institute (YSFRI), C","SRP057956","Apostichopus japonicus Raw sequence reads","SRS927591","","507.56","1","22305613","803002068","S1","RNA-Seq","TRANSCRIPTOMIC","PCR"
"SRX1016212","Transcriptome Analysis and Discovery of Genes Involved in Immune Pathways from Coelomocytes of sea cucumber (Apostichopus japonicus) after Vibrio splendidus Challenge","Apostichopus japonicus","Illumina HiSeq 2000","Yellow Sea Fisheries Research Institute (YSFRI), C","SRP057956","Apostichopus japonicus Raw sequence reads","SRS927591","","769.04","1","33990355","1223652780","A3","RNA-Seq","TRANSCRIPTOMIC","PCR"
"SRX1016211","Transcriptome Analysis and Discovery of Genes Involved in Immune Pathways from Coelomocytes of sea cucumber (Apostichopus japonicus) after Vibrio splendidus Challenge","Apostichopus japonicus","Illumina HiSeq 2000","Yellow Sea Fisheries Research Institute (YSFRI), C","SRP057956","Apostichopus japonicus Raw sequence reads","SRS927591","","411.72","1","18085047","651061692","A2","RNA-Seq","TRANSCRIPTOMIC","PCR"
"SRX1097858","Transcriptome sequencing and analysis of genes related to tube foot of sea cucumber (Apostichopus japonicus)","Apostichopus japonicus","Illumina HiSeq 2500","Dalian Ocean University","SRP061190","tube foot of Apostichopus japonicus raw sequence reads","SRS992818","","5607.15","1","33976507","8558531379","","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX1097860","Transcriptome sequencing and analysis of genes related to papilla of sea cucumber (Apostichopus japonicus)","Apostichopus japonicus","Illumina HiSeq 2500","Dalian Ocean University","SRP061191","papilla of Apostichopus japonicus raw sequence reads","SRS992821","","5042.79","1","30657027","7723425469","","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX1081978","Transcriptome sequencing and analysis of genes related to skin of sea cucumber (Apostichopus japonicus)","Apostichopus japonicus","Illumina HiSeq 2500","Dalian Ocean University","SRP060407","Apostichopus japonicus Transcriptome or Gene expression","SRS979706","","4307.11","1","36444908","9182161309","","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX1075533","GSM1726200: Metazome_Echinodermata_timecourse_sample_0165; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974509","","40.76","1","989428","34629980","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1075532","GSM1726199: Metazome_Echinodermata_timecourse_sample_0164; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina HiSeq 2000","GEO","SRP059945","Strongylocentrotus purpuratus high resolution developmental transcriptomic time-course","SRS974513","","49.75","1","1199006","41965210","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
